CET,AT-DA_price,BE-DA_price,BG-DA_price,CZ-DA_price,DE_LU-DA_price,DK_1-DA_price,DK_2-DA_price,EE-DA_price,ES-DA_price,FI-DA_price,FR-DA_price,GR-DA_price,HR-DA_price,HU-DA_price,IT_CALA-DA_price,IT_CNOR-DA_price,IT_CSUD-DA_price,IT_NORD-DA_price,IT_SARD-DA_price,IT_SICI-DA_price,IT_SUD-DA_price,LT-DA_price,LV-DA_price,NL-DA_price,NO_1-DA_price,NO_2-DA_price,NO_3-DA_price,NO_4-DA_price,NO_5-DA_price,PL-DA_price,PT-DA_price,RO-DA_price,SE_1-DA_price,SE_2-DA_price,SE_3-DA_price,SE_4-DA_price,SI-DA_price,SK-DA_price
2024-08-01 00:00:00+02:00,93.14,96.75,108.05,97.52,96.45,96.45,96.45,100.48,117.02,1.09,96.91,108.05,110.54,104.41,115.0,115.0,115.0,115.0,115.0,119.1,115.0,100.48,100.48,96.72,23.48,54.51,16.4,16.4,23.48,100.48,117.02,108.05,1.09,1.09,1.09,1.09,115.0,99.37
2024-08-01 01:00:00+02:00,82.96,87.5,113.75,89.46,92.4,92.4,92.4,87.02,113.14,0.0,81.91,113.75,109.6,104.25,113.75,113.75,113.75,113.75,113.75,113.75,113.75,87.02,87.02,89.8,23.24,54.26,16.46,16.46,23.24,87.02,113.14,113.75,0.0,0.0,0.0,0.0,113.75,85.39
2024-08-01 02:00:00+02:00,87.99,86.85,101.88,85.78,86.85,86.85,86.85,82.54,112.38,-0.01,86.95,101.88,93.62,96.16,108.16,108.16,108.16,108.16,108.16,108.16,108.16,82.54,82.54,86.76,23.19,53.7,16.45,16.45,23.19,84.42,112.38,101.88,-0.01,-0.01,-0.01,-0.01,91.0,81.09
2024-08-01 03:00:00+02:00,86.91,78.04,98.38,81.01,84.11,84.11,84.11,76.85,112.64,-0.01,72.24,98.38,87.03,91.93,105.28,105.28,105.28,105.28,105.28,105.28,105.28,76.85,76.85,80.4,22.99,54.44,16.28,16.28,22.99,84.42,112.64,98.38,-0.01,-0.01,-0.01,-0.01,83.55,74.23
2024-08-01 04:00:00+02:00,82.88,80.5,101.86,85.84,93.08,86.1,86.1,81.21,112.58,0.0,66.69,101.86,87.13,94.55,106.46,106.46,106.46,106.46,106.46,106.46,106.46,81.21,81.21,86.1,22.99,54.59,16.85,16.85,22.99,83.53,112.58,101.86,0.0,0.0,0.0,0.0,82.86,76.34
2024-08-01 05:00:00+02:00,91.9,88.39,110.0,102.53,112.71,99.1,99.1,101.63,112.88,2.34,62.13,110.0,105.69,105.18,110.0,110.0,110.0,110.0,110.0,110.0,110.0,101.63,101.63,99.1,22.99,54.74,17.26,17.26,22.99,101.63,112.88,110.0,2.34,2.34,2.34,2.34,110.0,96.78
2024-08-01 06:00:00+02:00,94.97,97.25,118.87,123.51,134.39,114.22,134.39,126.67,116.84,23.06,57.2,118.87,109.44,120.0,118.0,118.0,118.0,118.0,118.0,118.0,118.0,126.67,126.67,114.22,23.92,55.93,17.71,17.71,23.92,126.67,116.84,118.87,4.18,4.18,4.18,79.95,109.04,120.0
2024-08-01 07:00:00+02:00,100.91,86.76,113.0,113.87,109.52,106.99,109.52,145.05,120.72,27.04,71.99,113.0,111.49,113.58,113.0,113.0,113.0,113.0,113.0,113.0,113.0,145.05,145.05,106.99,24.99,55.51,22.47,22.47,24.99,113.77,120.72,113.0,4.99,4.99,4.99,106.89,111.05,113.82
2024-08-01 08:00:00+02:00,105.95,105.95,105.95,105.95,105.95,105.95,105.95,145.02,116.84,28.32,105.95,105.95,105.95,105.95,115.44,115.44,115.44,115.44,115.44,115.44,115.44,145.02,145.02,105.95,25.52,56.71,23.49,23.49,25.52,105.95,116.84,105.95,11.69,11.69,11.69,103.4,105.95,105.95
2024-08-01 09:00:00+02:00,90.1,90.1,90.1,90.1,90.1,90.1,90.1,170.06,112.82,32.19,90.1,90.1,90.1,90.1,115.37,115.37,115.37,115.37,115.37,115.37,115.37,170.06,170.06,90.1,25.52,55.31,25.16,25.16,25.52,90.1,112.82,90.1,12.68,12.68,12.68,87.94,90.1,90.1
2024-08-01 10:00:00+02:00,76.95,76.95,76.95,76.95,76.95,76.95,76.95,102.58,111.92,29.65,76.95,76.95,76.95,76.95,112.5,112.5,112.5,112.5,112.5,112.5,112.5,102.58,102.58,76.95,25.49,57.68,25.49,25.49,25.49,76.95,111.92,76.95,11.85,11.85,11.85,69.05,76.95,76.95
