CET,AT-day_ahead_Solar,AT-day_ahead_Wind Onshore,BE-day_ahead_Solar,BE-day_ahead_Wind Offshore,BE-day_ahead_Wind Onshore,BG-day_ahead_Solar,BG-day_ahead_Wind Onshore,CZ-day_ahead_Solar,DE_LU-day_ahead_Solar,DE_LU-day_ahead_Wind Offshore,DE_LU-day_ahead_Wind Onshore,DK_1-day_ahead_Solar,DK_1-day_ahead_Wind Offshore,DK_1-day_ahead_Wind Onshore,DK_2-day_ahead_Solar,DK_2-day_ahead_Wind Offshore,DK_2-day_ahead_Wind Onshore,EE-day_ahead_Solar,EE-day_ahead_Wind Onshore,ES-day_ahead_Solar,ES-day_ahead_Wind Onshore,FI-day_ahead_Solar,FI-day_ahead_Wind Onshore,FR-day_ahead_Solar,FR-day_ahead_Wind Onshore,GR-day_ahead_Solar,GR-day_ahead_Wind Onshore,HR-day_ahead_Solar,HR-day_ahead_Wind Onshore,HU-day_ahead_Solar,HU-day_ahead_Wind Onshore,IT_CALA-day_ahead_Solar,IT_CALA-day_ahead_Wind Onshore,IT_CNOR-day_ahead_Solar,IT_CNOR-day_ahead_Wind Onshore,IT_CSUD-day_ahead_Solar,IT_CSUD-day_ahead_Wind Onshore,IT_NORD-day_ahead_Solar,IT_NORD-day_ahead_Wind Onshore,IT_SARD-day_ahead_Solar,IT_SARD-day_ahead_Wind Onshore,IT_SICI-day_ahead_Solar,IT_SICI-day_ahead_Wind Onshore,IT_SUD-day_ahead_Solar,IT_SUD-day_ahead_Wind Onshore,LT-day_ahead_Solar,LT-day_ahead_Wind Onshore,LV-day_ahead_Wind Onshore,NL-day_ahead_Solar,NL-day_ahead_Wind Offshore,NL-day_ahead_Wind Onshore,NO_1-day_ahead_Solar,NO_1-day_ahead_Wind Onshore,NO_2-day_ahead_Solar,NO_2-day_ahead_Wind Onshore,NO_3-day_ahead_Solar,NO_3-day_ahead_Wind Onshore,NO_4-day_ahead_Solar,NO_4-day_ahead_Wind Onshore,NO_5-day_ahead_Solar,NO_5-day_ahead_Wind Onshore,PL-day_ahead_Solar,PL-day_ahead_Wind Onshore,PT-day_ahead_Solar,PT-day_ahead_Wind Offshore,PT-day_ahead_Wind Onshore,RO-day_ahead_Solar,RO-day_ahead_Wind Onshore,SE_1-day_ahead_Solar,SE_1-day_ahead_Wind Onshore,SE_2-day_ahead_Solar,SE_2-day_ahead_Wind Onshore,SE_3-day_ahead_Solar,SE_3-day_ahead_Wind Onshore,SE_4-day_ahead_Solar,SE_4-day_ahead_Wind Onshore,SI-day_ahead_Solar,SK-day_ahead_Solar,SK-day_ahead_Wind Onshore
2023-04-01 00:00:00+02:00,0.0,1480.0,0.0,1959.0,2301.0,0.0,94.0,0.0,0.0,3426.0,19231.0,0.0,1068.0,2289.0,0.0,857.0,393.0,0.0,157.0,162.0,11335.0,0.0,2292.0,0.0,16492.0,0.0,1767.0,0.0,562.0,0.0,97.0,0.0,444.0,0.0,70.0,0.0,1139.0,0.0,28.0,0.0,497.0,0.0,707.0,0.0,2392.0,0.0,23.0,37.0,0.0,685.0,1704.0,0.0,126.0,0.0,746.0,0.0,466.0,0.0,334.0,0.0,0.0,0.0,1686.0,0.0,2.0,1553.0,0.0,273.0,0.0,1629.0,0.0,2333.0,0.0,1729.0,0.0,1203.0,0.0,0.0,1.0
2023-04-01 00:15:00+02:00,0.0,1508.0,,,,,,,0.0,3449.0,19361.0,,,,,,,,,151.0,11219.0,,,,,,,,,0.0,96.0,,,,,,,,,,,,,,,,,,0.0,663.0,1590.0,,,,,,,,,,,,,,,,0.0,273.0,,,,,,,,,,,
2023-04-01 00:30:00+02:00,0.0,1536.0,,,,,,,0.0,3467.0,19493.0,,,,,,,,,141.0,11102.0,,,,,,,,,0.0,95.0,,,,,,,,,,,,,,,,,,0.0,643.0,1483.0,,,,,,,,,,,,,,,,0.0,274.0,,,,,,,,,,,
2023-04-01 00:45:00+02:00,0.0,1564.0,,,,,,,0.0,3493.0,19622.0,,,,,,,,,132.0,10984.0,,,,,,,,,0.0,95.0,,,,,,,,,,,,,,,,,,0.0,623.0,1377.0,,,,,,,,,,,,,,,,0.0,274.0,,,,,,,,,,,
2023-04-01 01:00:00+02:00,0.0,1588.0,0.0,1973.0,2209.0,0.0,108.0,0.0,0.0,3187.0,19757.0,0.0,1093.0,2332.0,0.0,884.0,389.0,0.0,163.0,125.0,10870.0,0.0,2514.0,0.0,16362.0,0.0,1780.0,0.0,530.0,0.0,94.0,0.0,462.0,0.0,72.0,0.0,1136.0,0.0,26.0,0.0,524.0,0.0,768.0,0.0,2441.0,0.0,21.0,39.0,0.0,603.0,1270.0,0.0,117.0,0.0,753.0,0.0,509.0,0.0,385.0,0.0,0.0,0.0,1819.0,0.0,1.0,1408.0,0.0,288.0,0.0,1592.0,0.0,2223.0,0.0,1686.0,0.0,1202.0,0.0,0.0,1.0
2023-04-01 01:15:00+02:00,0.0,1604.0,,,,,,,0.0,3244.0,19901.0,,,,,,,,,116.0,10749.0,,,,,,,,,0.0,95.0,,,,,,,,,,,,,,,,,,0.0,585.0,1176.0,,,,,,,,,,,,,,,,0.0,288.0,,,,,,,,,,,
2023-04-01 01:30:00+02:00,0.0,1620.0,,,,,,,0.0,3309.0,20051.0,,,,,,,,,107.0,10625.0,,,,,,,,,0.0,95.0,,,,,,,,,,,,,,,,,,0.0,570.0,1096.0,,,,,,,,,,,,,,,,0.0,289.0,,,,,,,,,,,
2023-04-01 01:45:00+02:00,0.0,1636.0,,,,,,,0.0,3365.0,20217.0,,,,,,,,,97.0,10500.0,,,,,,,,,0.0,96.0,,,,,,,,,,,,,,,,,,0.0,555.0,1019.0,,,,,,,,,,,,,,,,0.0,287.0,,,,,,,,,,,
2023-04-01 02:00:00+02:00,0.0,1656.0,0.0,1994.0,2065.0,0.0,222.0,0.0,0.0,3443.0,20386.0,0.0,1082.0,2364.0,0.0,874.0,394.0,0.0,167.0,86.0,10371.0,0.0,2626.0,0.0,16211.0,0.0,1801.0,0.0,482.0,0.0,96.0,0.0,527.0,0.0,71.0,0.0,1132.0,0.0,24.0,0.0,529.0,0.0,815.0,0.0,2459.0,0.0,23.0,40.0,0.0,540.0,939.0,0.0,124.0,0.0,742.0,0.0,548.0,0.0,430.0,0.0,0.0,0.0,1981.0,0.0,1.0,1401.0,0.0,348.0,0.0,1556.0,0.0,2106.0,0.0,1700.0,0.0,1187.0,0.0,0.0,1.0
2023-04-01 02:15:00+02:00,0.0,1680.0,,,,,,,0.0,3554.0,20512.0,,,,,,,,,80.0,10252.0,,,,,,,,,0.0,95.0,,,,,,,,,,,,,,,,,,0.0,548.0,908.0,,,,,,,,,,,,,,,,0.0,352.0,,,,,,,,,,,
