CET,AT-day_ahead_Solar,AT-day_ahead_Wind Onshore,BE-day_ahead_Solar,BE-day_ahead_Wind Offshore,BE-day_ahead_Wind Onshore,BG-day_ahead_Solar,BG-day_ahead_Wind Onshore,CZ-day_ahead_Solar,DE_LU-day_ahead_Solar,DE_LU-day_ahead_Wind Offshore,DE_LU-day_ahead_Wind Onshore,DK_1-day_ahead_Solar,DK_1-day_ahead_Wind Offshore,DK_1-day_ahead_Wind Onshore,DK_2-day_ahead_Solar,DK_2-day_ahead_Wind Offshore,DK_2-day_ahead_Wind Onshore,EE-day_ahead_Solar,EE-day_ahead_Wind Onshore,ES-day_ahead_Solar,ES-day_ahead_Wind Onshore,FI-day_ahead_Solar,FI-day_ahead_Wind Onshore,FR-day_ahead_Solar,FR-day_ahead_Wind Onshore,GR-day_ahead_Solar,GR-day_ahead_Wind Onshore,HR-day_ahead_Solar,HR-day_ahead_Wind Onshore,HU-day_ahead_Solar,HU-day_ahead_Wind Onshore,IT_CALA-day_ahead_Solar,IT_CALA-day_ahead_Wind Onshore,IT_CNOR-day_ahead_Solar,IT_CNOR-day_ahead_Wind Onshore,IT_CSUD-day_ahead_Solar,IT_CSUD-day_ahead_Wind Onshore,IT_NORD-day_ahead_Solar,IT_NORD-day_ahead_Wind Onshore,IT_SARD-day_ahead_Solar,IT_SARD-day_ahead_Wind Onshore,IT_SICI-day_ahead_Solar,IT_SICI-day_ahead_Wind Onshore,IT_SUD-day_ahead_Solar,IT_SUD-day_ahead_Wind Onshore,LT-day_ahead_Solar,LT-day_ahead_Wind Onshore,LV-day_ahead_Wind Onshore,NL-day_ahead_Solar,NL-day_ahead_Wind Offshore,NL-day_ahead_Wind Onshore,NO_1-day_ahead_Solar,NO_1-day_ahead_Wind Onshore,NO_2-day_ahead_Solar,NO_2-day_ahead_Wind Onshore,NO_3-day_ahead_Solar,NO_3-day_ahead_Wind Onshore,NO_4-day_ahead_Solar,NO_4-day_ahead_Wind Onshore,NO_5-day_ahead_Solar,NO_5-day_ahead_Wind Onshore,PL-day_ahead_Solar,PL-day_ahead_Wind Onshore,PT-day_ahead_Solar,PT-day_ahead_Wind Offshore,PT-day_ahead_Wind Onshore,RO-day_ahead_Solar,RO-day_ahead_Wind Onshore,SE_1-day_ahead_Solar,SE_1-day_ahead_Wind Onshore,SE_2-day_ahead_Solar,SE_2-day_ahead_Wind Onshore,SE_3-day_ahead_Solar,SE_3-day_ahead_Wind Onshore,SE_4-day_ahead_Solar,SE_4-day_ahead_Wind Onshore,SI-day_ahead_Solar,SK-day_ahead_Solar,SK-day_ahead_Wind Onshore
2022-07-01 00:00:00+02:00,0.0,236.0,0.0,828.0,260.0,0.0,0.0,0.0,0.0,2494.0,11298.0,0.0,240.0,436.0,0.0,78.0,89.0,0.0,27.0,590.0,6966.0,0.0,665.0,0.0,2134.0,0.0,767.0,0.0,27.0,0.0,38.0,0.0,22.0,0.0,2.0,0.0,9.0,0.0,5.0,0.0,33.0,0.0,20.0,0.0,57.0,0.0,221.0,17.0,0.0,322.0,1235.0,0.0,30.0,0.0,172.0,0.0,62.0,0.0,195.0,0.0,0.0,0.0,1209.0,0.0,10.0,2165.0,0.0,241.0,0.0,248.0,0.0,789.0,0.0,505.0,0.0,132.0,0.0,0.0,1.0
2022-07-01 00:15:00+02:00,0.0,232.0,,,,,,,0.0,2587.0,11382.0,,,,,,,,,586.0,6830.0,,,,,,,,,0.0,38.0,,,,,,,,,,,,,,,,,,0.0,332.0,1253.0,,,,,,,,,,,,,,,,0.0,241.0,,,,,,,,,,,
2022-07-01 00:30:00+02:00,0.0,228.0,,,,,,,0.0,2673.0,11370.0,,,,,,,,,585.0,6699.0,,,,,,,,,0.0,38.0,,,,,,,,,,,,,,,,,,0.0,345.0,1274.0,,,,,,,,,,,,,,,,0.0,240.0,,,,,,,,,,,
2022-07-01 00:45:00+02:00,0.0,228.0,,,,,,,0.0,2754.0,11287.0,,,,,,,,,585.0,6576.0,,,,,,,,,0.0,38.0,,,,,,,,,,,,,,,,,,0.0,359.0,1297.0,,,,,,,,,,,,,,,,0.0,240.0,,,,,,,,,,,
2022-07-01 01:00:00+02:00,0.0,224.0,0.0,943.0,279.0,0.0,0.0,0.0,0.0,2640.0,11170.0,0.0,337.0,440.0,0.0,72.0,75.0,0.0,31.0,589.0,6448.0,0.0,656.0,0.0,2205.0,0.0,821.0,0.0,27.0,0.0,38.0,0.0,32.0,0.0,2.0,0.0,16.0,0.0,5.0,0.0,28.0,0.0,25.0,0.0,64.0,0.0,189.0,21.0,0.0,372.0,1319.0,0.0,32.0,0.0,201.0,0.0,142.0,0.0,188.0,0.0,0.0,0.0,1291.0,0.0,10.0,2059.0,0.0,195.0,0.0,274.0,0.0,800.0,0.0,538.0,0.0,124.0,0.0,0.0,1.0
2022-07-01 01:15:00+02:00,0.0,224.0,,,,,,,0.0,2669.0,11169.0,,,,,,,,,586.0,6342.0,,,,,,,,,0.0,39.0,,,,,,,,,,,,,,,,,,0.0,379.0,1340.0,,,,,,,,,,,,,,,,0.0,195.0,,,,,,,,,,,
2022-07-01 01:30:00+02:00,0.0,224.0,,,,,,,0.0,2700.0,11206.0,,,,,,,,,578.0,6245.0,,,,,,,,,0.0,39.0,,,,,,,,,,,,,,,,,,0.0,379.0,1360.0,,,,,,,,,,,,,,,,0.0,194.0,,,,,,,,,,,
2022-07-01 01:45:00+02:00,0.0,224.0,,,,,,,0.0,2745.0,11213.0,,,,,,,,,567.0,6154.0,,,,,,,,,0.0,39.0,,,,,,,,,,,,,,,,,,0.0,380.0,1381.0,,,,,,,,,,,,,,,,0.0,194.0,,,,,,,,,,,
2022-07-01 02:00:00+02:00,0.0,228.0,0.0,993.0,303.0,0.0,0.0,0.0,0.0,2802.0,11180.0,0.0,387.0,498.0,0.0,55.0,70.0,0.0,32.0,554.0,6066.0,1.0,654.0,0.0,2277.0,0.0,891.0,0.0,27.0,0.0,39.0,0.0,37.0,0.0,3.0,0.0,27.0,0.0,4.0,0.0,22.0,0.0,36.0,0.0,73.0,0.0,210.0,21.0,0.0,380.0,1401.0,0.0,35.0,0.0,227.0,0.0,148.0,0.0,187.0,0.0,0.0,0.0,1362.0,0.0,8.0,1983.0,0.0,174.0,0.0,263.0,0.0,748.0,0.0,544.0,0.0,116.0,0.0,0.0,1.0
2022-07-01 02:15:00+02:00,0.0,232.0,,,,,,,0.0,2855.0,11056.0,,,,,,,,,541.0,5982.0,,,,,,,,,0.0,40.0,,,,,,,,,,,,,,,,,,0.0,393.0,1409.0,,,,,,,,,,,,,,,,0.0,174.0,,,,,,,,,,,
