CET,AT-day_ahead_Solar,AT-day_ahead_Wind Onshore,BE-day_ahead_Solar,BE-day_ahead_Wind Offshore,BE-day_ahead_Wind Onshore,BG-day_ahead_Solar,BG-day_ahead_Wind Onshore,CZ-day_ahead_Solar,DE_LU-day_ahead_Solar,DE_LU-day_ahead_Wind Offshore,DE_LU-day_ahead_Wind Onshore,DK_1-day_ahead_Solar,DK_1-day_ahead_Wind Offshore,DK_1-day_ahead_Wind Onshore,DK_2-day_ahead_Solar,DK_2-day_ahead_Wind Offshore,DK_2-day_ahead_Wind Onshore,EE-day_ahead_Solar,EE-day_ahead_Wind Onshore,ES-day_ahead_Solar,ES-day_ahead_Wind Onshore,FI-day_ahead_Solar,FI-day_ahead_Wind Onshore,FR-day_ahead_Solar,FR-day_ahead_Wind Offshore,FR-day_ahead_Wind Onshore,GR-day_ahead_Solar,GR-day_ahead_Wind Onshore,HR-day_ahead_Solar,HR-day_ahead_Wind Onshore,HU-day_ahead_Solar,HU-day_ahead_Wind Onshore,IT_CALA-day_ahead_Solar,IT_CALA-day_ahead_Wind Onshore,IT_CNOR-day_ahead_Solar,IT_CNOR-day_ahead_Wind Onshore,IT_CSUD-day_ahead_Solar,IT_CSUD-day_ahead_Wind Onshore,IT_NORD-day_ahead_Solar,IT_NORD-day_ahead_Wind Onshore,IT_SARD-day_ahead_Solar,IT_SARD-day_ahead_Wind Onshore,IT_SICI-day_ahead_Solar,IT_SICI-day_ahead_Wind Onshore,IT_SUD-day_ahead_Solar,IT_SUD-day_ahead_Wind Onshore,LT-day_ahead_Solar,LT-day_ahead_Wind Onshore,LV-day_ahead_Solar,LV-day_ahead_Wind Onshore,NL-day_ahead_Solar,NL-day_ahead_Wind Offshore,NL-day_ahead_Wind Onshore,NO_1-day_ahead_Solar,NO_1-day_ahead_Wind Onshore,NO_2-day_ahead_Solar,NO_2-day_ahead_Wind Onshore,NO_3-day_ahead_Solar,NO_3-day_ahead_Wind Onshore,NO_4-day_ahead_Solar,NO_4-day_ahead_Wind Onshore,NO_5-day_ahead_Solar,NO_5-day_ahead_Wind Onshore,PL-day_ahead_Solar,PL-day_ahead_Wind Onshore,PT-day_ahead_Solar,PT-day_ahead_Wind Offshore,PT-day_ahead_Wind Onshore,RO-day_ahead_Solar,RO-day_ahead_Wind Onshore,SE_1-day_ahead_Solar,SE_1-day_ahead_Wind Onshore,SE_2-day_ahead_Solar,SE_2-day_ahead_Wind Onshore,SE_3-day_ahead_Solar,SE_3-day_ahead_Wind Onshore,SE_4-day_ahead_Solar,SE_4-day_ahead_Wind Onshore,SI-day_ahead_Solar,SK-day_ahead_Solar,SK-day_ahead_Wind Onshore
2024-05-01 00:00:00+02:00,0.0,1884.0,0.0,320.0,170.0,0.0,322.0,0.0,0.0,2680.0,14958.0,0.0,659.0,1611.0,0.0,795.0,375.0,0.0,55.0,149.0,9626.0,0.0,441.0,0.0,133.0,3133.0,0.0,2620.0,0.0,132.0,0.0,105.0,0.0,110.0,0.0,16.0,0.0,66.0,0.0,23.0,0.0,275.0,0.0,1005.0,0.0,312.0,0.0,290.0,0.0,27.0,0.0,220.0,616.0,0.0,54.0,0.0,1231.0,0.0,435.0,0.0,102.0,0.0,0.0,0.0,4672.0,0.0,10.0,2338.0,0.0,1506.0,0.0,102.0,0.0,208.0,0.0,1592.0,0.0,1465.0,1.0,0.0,1.0
2024-05-01 00:15:00+02:00,0.0,1868.0,,,,,,,0.0,2664.0,14907.0,,,,,,,,,137.0,9628.0,0.0,440.0,,,,,,0.0,132.0,0.0,105.0,,,,,,,,,,,,,,,,,,,0.0,208.0,600.0,,,,,,,,,,,,,,,,0.0,1507.0,,,,,,,,,,,
2024-05-01 00:30:00+02:00,0.0,1852.0,,,,,,,0.0,2651.0,14859.0,,,,,,,,,126.0,9624.0,0.0,438.0,,,,,,0.0,132.0,0.0,106.0,,,,,,,,,,,,,,,,,,,0.0,200.0,592.0,,,,,,,,,,,,,,,,0.0,1508.0,,,,,,,,,,,
2024-05-01 00:45:00+02:00,0.0,1832.0,,,,,,,0.0,2630.0,14792.0,,,,,,,,,115.0,9615.0,0.0,434.0,,,,,,0.0,132.0,0.0,107.0,,,,,,,,,,,,,,,,,,,0.0,191.0,584.0,,,,,,,,,,,,,,,,0.0,1509.0,,,,,,,,,,,
2024-05-01 01:00:00+02:00,0.0,1820.0,0.0,272.0,144.0,0.0,284.0,0.0,0.0,2618.0,14710.0,0.0,650.0,1576.0,0.0,774.0,355.0,0.0,66.0,104.0,9612.0,0.0,427.0,0.0,141.0,2805.0,0.0,2602.0,0.0,162.0,0.0,108.0,0.0,124.0,0.0,16.0,0.0,58.0,0.0,24.0,0.0,285.0,0.0,957.0,0.0,336.0,0.0,262.0,0.0,27.0,0.0,182.0,575.0,0.0,59.0,0.0,1224.0,0.0,512.0,0.0,120.0,0.0,0.0,0.0,4297.0,0.0,9.0,2400.0,0.0,1603.0,0.0,99.0,0.0,172.0,0.0,1618.0,0.0,1446.0,1.0,0.0,1.0
2024-05-01 01:15:00+02:00,0.0,1804.0,,,,,,,0.0,2607.0,14592.0,,,,,,,,,95.0,9590.0,0.0,422.0,,,,,,0.0,162.0,0.0,108.0,,,,,,,,,,,,,,,,,,,0.0,175.0,571.0,,,,,,,,,,,,,,,,0.0,1603.0,,,,,,,,,,,
2024-05-01 01:30:00+02:00,0.0,1788.0,,,,,,,0.0,2600.0,14496.0,,,,,,,,,86.0,9562.0,0.0,418.0,,,,,,0.0,162.0,0.0,109.0,,,,,,,,,,,,,,,,,,,0.0,169.0,570.0,,,,,,,,,,,,,,,,0.0,1604.0,,,,,,,,,,,
2024-05-01 01:45:00+02:00,0.0,1776.0,,,,,,,0.0,2587.0,14413.0,,,,,,,,,78.0,9527.0,0.0,414.0,,,,,,0.0,162.0,0.0,110.0,,,,,,,,,,,,,,,,,,,0.0,163.0,569.0,,,,,,,,,,,,,,,,0.0,1604.0,,,,,,,,,,,
2024-05-01 02:00:00+02:00,0.0,1760.0,0.0,226.0,167.0,0.0,258.0,0.0,0.0,2591.0,14333.0,0.0,638.0,1521.0,0.0,753.0,332.0,0.0,82.0,69.0,9494.0,0.0,412.0,0.0,135.0,2492.0,0.0,2613.0,0.0,182.0,0.0,111.0,0.0,138.0,0.0,16.0,0.0,62.0,0.0,29.0,0.0,294.0,0.0,911.0,0.0,377.0,0.0,243.0,0.0,28.0,0.0,157.0,570.0,0.0,66.0,0.0,1216.0,0.0,558.0,0.0,134.0,0.0,0.0,0.0,3959.0,0.0,9.0,2445.0,0.0,1655.0,0.0,89.0,0.0,156.0,0.0,1660.0,0.0,1423.0,1.0,0.0,1.0
2024-05-01 02:15:00+02:00,0.0,1748.0,,,,,,,0.0,2602.0,14235.0,,,,,,,,,65.0,9451.0,0.0,408.0,,,,,,0.0,182.0,0.0,111.0,,,,,,,,,,,,,,,,,,,0.0,152.0,562.0,,,,,,,,,,,,,,,,0.0,1656.0,,,,,,,,,,,
