CET,AT-day_ahead_Solar,AT-day_ahead_Wind Onshore,BE-day_ahead_Solar,BE-day_ahead_Wind Offshore,BE-day_ahead_Wind Onshore,BG-day_ahead_Solar,BG-day_ahead_Wind Onshore,CZ-day_ahead_Solar,DE_LU-day_ahead_Solar,DE_LU-day_ahead_Wind Offshore,DE_LU-day_ahead_Wind Onshore,DK_1-day_ahead_Solar,DK_1-day_ahead_Wind Offshore,DK_1-day_ahead_Wind Onshore,DK_2-day_ahead_Solar,DK_2-day_ahead_Wind Offshore,DK_2-day_ahead_Wind Onshore,EE-day_ahead_Solar,EE-day_ahead_Wind Onshore,ES-day_ahead_Solar,ES-day_ahead_Wind Onshore,FI-day_ahead_Solar,FI-day_ahead_Wind Onshore,FR-day_ahead_Solar,FR-day_ahead_Wind Offshore,FR-day_ahead_Wind Onshore,GR-day_ahead_Solar,GR-day_ahead_Wind Onshore,HR-day_ahead_Solar,HR-day_ahead_Wind Onshore,HU-day_ahead_Solar,HU-day_ahead_Wind Onshore,IT_CALA-day_ahead_Solar,IT_CALA-day_ahead_Wind Onshore,IT_CNOR-day_ahead_Solar,IT_CNOR-day_ahead_Wind Onshore,IT_CSUD-day_ahead_Solar,IT_CSUD-day_ahead_Wind Onshore,IT_NORD-day_ahead_Solar,IT_NORD-day_ahead_Wind Onshore,IT_SARD-day_ahead_Solar,IT_SARD-day_ahead_Wind Onshore,IT_SICI-day_ahead_Solar,IT_SICI-day_ahead_Wind Onshore,IT_SUD-day_ahead_Solar,IT_SUD-day_ahead_Wind Onshore,LT-day_ahead_Solar,LT-day_ahead_Wind Onshore,LV-day_ahead_Wind Onshore,NL-day_ahead_Solar,NL-day_ahead_Wind Offshore,NL-day_ahead_Wind Onshore,NO_1-day_ahead_Solar,NO_1-day_ahead_Wind Onshore,NO_2-day_ahead_Solar,NO_2-day_ahead_Wind Onshore,NO_3-day_ahead_Solar,NO_3-day_ahead_Wind Onshore,NO_4-day_ahead_Solar,NO_4-day_ahead_Wind Onshore,NO_5-day_ahead_Solar,NO_5-day_ahead_Wind Onshore,PL-day_ahead_Solar,PL-day_ahead_Wind Onshore,PT-day_ahead_Solar,PT-day_ahead_Wind Offshore,PT-day_ahead_Wind Onshore,RO-day_ahead_Solar,RO-day_ahead_Wind Onshore,SE_1-day_ahead_Solar,SE_1-day_ahead_Wind Onshore,SE_2-day_ahead_Solar,SE_2-day_ahead_Wind Onshore,SE_3-day_ahead_Solar,SE_3-day_ahead_Wind Onshore,SE_4-day_ahead_Solar,SE_4-day_ahead_Wind Onshore,SI-day_ahead_Solar,SK-day_ahead_Solar,SK-day_ahead_Wind Onshore
2024-02-01 00:00:00+01:00,0.0,224.0,0.0,1944.0,1607.0,0.0,81.0,0.0,0.0,5144.0,36581.0,0.0,1000.0,2914.0,0.0,905.0,537.0,0.0,284.0,35.0,4197.0,0.0,4298.0,0.0,454.0,8704.0,0.0,2411.0,0.0,33.0,0.0,11.0,0.0,158.0,0.0,6.0,0.0,99.0,0.0,7.0,0.0,25.0,0.0,49.0,0.0,257.0,0.0,952.0,80.0,0.0,1375.0,4223.0,0.0,307.0,0.0,1276.0,0.0,1315.0,0.0,721.0,0.0,0.0,0.0,6620.0,0.0,3.0,1037.0,3.0,235.0,0.0,1619.0,0.0,4636.0,0.0,3327.0,0.0,1882.0,1.0,0.0,1.0
2024-02-01 00:15:00+01:00,0.0,236.0,,,,,,,0.0,5147.0,36555.0,,,,,,,,,26.0,4223.0,0.0,4298.0,,,,,,0.0,33.0,0.0,11.0,,,,,,,,,,,,,,,,,,0.0,1375.0,4208.0,,,,,,,,,,,,,,,,3.0,235.0,,,,,,,,,,,
2024-02-01 00:30:00+01:00,0.0,248.0,,,,,,,0.0,5145.0,36535.0,,,,,,,,,21.0,4233.0,0.0,4297.0,,,,,,0.0,33.0,0.0,11.0,,,,,,,,,,,,,,,,,,0.0,1375.0,4191.0,,,,,,,,,,,,,,,,3.0,235.0,,,,,,,,,,,
2024-02-01 00:45:00+01:00,0.0,264.0,,,,,,,0.0,5133.0,36513.0,,,,,,,,,20.0,4230.0,0.0,4296.0,,,,,,0.0,33.0,0.0,12.0,,,,,,,,,,,,,,,,,,0.0,1375.0,4176.0,,,,,,,,,,,,,,,,3.0,235.0,,,,,,,,,,,
2024-02-01 01:00:00+01:00,0.0,276.0,0.0,1908.0,1553.0,0.0,80.0,0.0,0.0,5142.0,36355.0,0.0,981.0,2750.0,0.0,901.0,515.0,0.0,291.0,19.0,4226.0,0.0,4295.0,0.0,409.0,8878.0,0.0,2332.0,0.0,29.0,0.0,12.0,0.0,160.0,0.0,6.0,0.0,116.0,0.0,8.0,0.0,31.0,0.0,54.0,0.0,266.0,0.0,953.0,80.0,0.0,1375.0,4160.0,0.0,305.0,0.0,1284.0,0.0,1372.0,0.0,640.0,0.0,0.0,0.0,6927.0,0.0,3.0,1200.0,3.0,231.0,0.0,1604.0,0.0,4392.0,0.0,3327.0,0.0,1865.0,1.0,0.0,1.0
2024-02-01 01:15:00+01:00,0.0,284.0,,,,,,,0.0,5169.0,36087.0,,,,,,,,,20.0,4209.0,0.0,4293.0,,,,,,0.0,29.0,0.0,12.0,,,,,,,,,,,,,,,,,,0.0,1375.0,4097.0,,,,,,,,,,,,,,,,3.0,231.0,,,,,,,,,,,
2024-02-01 01:30:00+01:00,0.0,296.0,,,,,,,0.0,5196.0,35827.0,,,,,,,,,21.0,4189.0,0.0,4290.0,,,,,,0.0,29.0,0.0,12.0,,,,,,,,,,,,,,,,,,0.0,1375.0,3990.0,,,,,,,,,,,,,,,,3.0,231.0,,,,,,,,,,,
2024-02-01 01:45:00+01:00,0.0,304.0,,,,,,,0.0,5220.0,35549.0,,,,,,,,,22.0,4169.0,0.0,4287.0,,,,,,0.0,29.0,0.0,13.0,,,,,,,,,,,,,,,,,,0.0,1374.0,3883.0,,,,,,,,,,,,,,,,3.0,231.0,,,,,,,,,,,
2024-02-01 02:00:00+01:00,0.0,312.0,0.0,1867.0,1457.0,0.0,81.0,0.0,0.0,5279.0,35266.0,0.0,983.0,2720.0,0.0,894.0,477.0,0.0,295.0,24.0,4142.0,0.0,4284.0,0.0,422.0,8787.0,0.0,2241.0,0.0,18.0,0.0,13.0,0.0,164.0,0.0,6.0,0.0,127.0,0.0,8.0,0.0,35.0,0.0,58.0,0.0,256.0,0.0,958.0,81.0,0.0,1374.0,3776.0,0.0,304.0,0.0,1285.0,0.0,1452.0,0.0,619.0,0.0,0.0,0.0,7203.0,0.0,2.0,1292.0,3.0,236.0,0.0,1671.0,0.0,4414.0,0.0,3334.0,0.0,1825.0,2.0,0.0,1.0
2024-02-01 02:15:00+01:00,0.0,320.0,,,,,,,0.0,5330.0,34944.0,,,,,,,,,26.0,4127.0,0.0,4279.0,,,,,,0.0,18.0,0.0,14.0,,,,,,,,,,,,,,,,,,0.0,1370.0,3661.0,,,,,,,,,,,,,,,,3.0,237.0,,,,,,,,,,,
