CET,AT-DA_price,BE-DA_price,BG-DA_price,CZ-DA_price,DE_LU-DA_price,DK_1-DA_price,DK_2-DA_price,EE-DA_price,ES-DA_price,FI-DA_price,FR-DA_price,GR-DA_price,HR-DA_price,HU-DA_price,IT_CALA-DA_price,IT_CNOR-DA_price,IT_CSUD-DA_price,IT_NORD-DA_price,IT_SARD-DA_price,IT_SICI-DA_price,IT_SUD-DA_price,LT-DA_price,LV-DA_price,NL-DA_price,NO_1-DA_price,NO_2-DA_price,NO_3-DA_price,NO_4-DA_price,NO_5-DA_price,PL-DA_price,PT-DA_price,RO-DA_price,SE_1-DA_price,SE_2-DA_price,SE_3-DA_price,SE_4-DA_price,SI-DA_price,SK-DA_price
2023-06-01 00:00:00+02:00,84.15,84.15,84.15,84.15,84.15,52.62,52.62,84.15,94.09,0.09,84.15,84.15,84.15,84.15,92.68,92.68,92.68,92.68,92.68,92.68,92.68,84.15,84.15,84.15,52.62,54.19,0.95,0.95,52.62,87.08,94.09,84.15,0.95,0.95,3.8,52.62,84.15,84.15
2023-06-01 01:00:00+02:00,74.3,74.3,74.3,74.3,74.3,52.22,52.22,74.3,87.0,0.06,74.3,74.3,74.3,74.3,84.3,84.3,84.3,84.3,84.3,84.3,84.3,74.3,74.3,74.3,51.82,53.78,0.06,0.06,51.82,85.85,87.0,74.3,0.06,0.06,0.06,52.22,74.3,74.3
2023-06-01 02:00:00+02:00,70.1,70.1,70.1,70.1,70.1,55.49,55.49,70.1,87.0,0.01,70.1,70.1,70.1,70.1,82.09,82.09,82.09,82.09,82.09,82.09,82.09,70.1,70.1,70.1,51.65,57.15,0.01,0.01,51.65,88.07,87.0,70.1,0.01,0.01,0.01,55.49,70.1,70.1
2023-06-01 03:00:00+02:00,66.24,65.05,66.38,66.56,66.72,57.91,57.91,66.56,89.01,0.08,64.01,66.38,66.27,66.41,80.0,80.0,80.0,80.0,80.0,80.0,80.0,66.56,66.56,66.51,51.59,59.64,0.08,0.08,51.59,88.3,89.01,66.38,0.08,0.08,0.08,57.91,66.2,66.46
2023-06-01 04:00:00+02:00,67.62,67.4,67.64,67.67,67.7,64.29,64.29,67.68,81.0,1.35,67.21,67.64,67.62,67.65,80.0,80.0,80.0,80.0,80.0,80.0,80.0,67.68,67.68,67.66,51.81,62.42,1.35,1.35,51.81,88.12,81.0,67.64,1.35,1.35,1.35,64.29,67.61,67.66
2023-06-01 05:00:00+02:00,79.08,75.39,79.42,79.97,80.45,66.19,66.19,79.97,80.1,2.07,72.27,79.42,79.07,79.5,82.3,82.3,82.3,82.3,82.3,82.3,82.3,79.97,79.97,79.8,52.44,64.27,2.07,2.07,52.44,82.55,80.1,79.42,2.07,2.07,2.07,66.19,78.87,79.66
2023-06-01 06:00:00+02:00,94.78,88.28,95.32,96.26,97.04,95.89,94.71,96.26,88.1,3.97,82.91,95.32,94.73,95.46,94.66,94.66,94.66,94.66,94.66,94.66,94.66,96.26,96.26,95.89,52.85,68.55,3.97,3.97,52.85,96.26,88.1,95.32,3.97,3.97,49.16,94.71,94.37,95.73
2023-06-01 07:00:00+02:00,106.61,101.71,107.1,107.67,108.23,104.45,105.63,107.88,98.5,7.45,98.5,107.1,106.62,107.22,118.07,118.07,118.07,118.07,118.07,118.07,118.07,107.88,107.88,104.45,58.97,68.85,7.45,7.45,58.97,107.88,98.5,107.1,7.45,7.45,104.45,105.63,106.29,107.41
2023-06-01 08:00:00+02:00,99.07,99.07,99.07,99.07,99.07,99.07,99.07,81.1,99.07,12.68,99.07,99.07,99.07,99.07,115.72,115.72,115.72,115.72,115.72,115.72,115.72,99.07,99.07,99.07,59.58,69.51,9.23,9.23,59.58,99.07,99.07,99.07,9.23,9.23,68.72,99.07,99.07,99.07
2023-06-01 09:00:00+02:00,87.3,87.3,87.3,87.3,87.3,78.85,78.85,81.09,87.3,8.6,87.3,87.3,87.3,87.3,94.9,94.9,94.9,94.9,94.9,94.9,94.9,87.3,87.3,87.3,59.32,69.36,8.6,8.6,59.32,87.3,87.3,87.3,8.6,8.6,59.32,78.85,87.3,87.3
