CET,AT-day_ahead_Solar,AT-day_ahead_Wind Onshore,BE-day_ahead_Solar,BE-day_ahead_Wind Offshore,BE-day_ahead_Wind Onshore,BG-day_ahead_Solar,BG-day_ahead_Wind Onshore,CZ-day_ahead_Solar,DE_LU-day_ahead_Solar,DE_LU-day_ahead_Wind Offshore,DE_LU-day_ahead_Wind Onshore,DK_1-day_ahead_Solar,DK_1-day_ahead_Wind Offshore,DK_1-day_ahead_Wind Onshore,DK_2-day_ahead_Solar,DK_2-day_ahead_Wind Offshore,DK_2-day_ahead_Wind Onshore,EE-day_ahead_Solar,EE-day_ahead_Wind Onshore,ES-day_ahead_Solar,ES-day_ahead_Wind Onshore,FI-day_ahead_Solar,FI-day_ahead_Wind Onshore,FR-day_ahead_Solar,FR-day_ahead_Wind Offshore,FR-day_ahead_Wind Onshore,GR-day_ahead_Solar,GR-day_ahead_Wind Onshore,HR-day_ahead_Solar,HR-day_ahead_Wind Onshore,HU-day_ahead_Solar,HU-day_ahead_Wind Onshore,IT_CALA-day_ahead_Solar,IT_CALA-day_ahead_Wind Onshore,IT_CNOR-day_ahead_Solar,IT_CNOR-day_ahead_Wind Onshore,IT_CSUD-day_ahead_Solar,IT_CSUD-day_ahead_Wind Onshore,IT_NORD-day_ahead_Solar,IT_NORD-day_ahead_Wind Onshore,IT_SARD-day_ahead_Solar,IT_SARD-day_ahead_Wind Onshore,IT_SICI-day_ahead_Solar,IT_SICI-day_ahead_Wind Onshore,IT_SUD-day_ahead_Solar,IT_SUD-day_ahead_Wind Onshore,LT-day_ahead_Solar,LT-day_ahead_Wind Onshore,LV-day_ahead_Solar,LV-day_ahead_Wind Onshore,NL-day_ahead_Solar,NL-day_ahead_Wind Offshore,NL-day_ahead_Wind Onshore,NO_1-day_ahead_Solar,NO_1-day_ahead_Wind Onshore,NO_2-day_ahead_Solar,NO_2-day_ahead_Wind Onshore,NO_3-day_ahead_Solar,NO_3-day_ahead_Wind Onshore,NO_4-day_ahead_Solar,NO_4-day_ahead_Wind Onshore,NO_5-day_ahead_Solar,NO_5-day_ahead_Wind Onshore,PL-day_ahead_Solar,PL-day_ahead_Wind Onshore,PT-day_ahead_Solar,PT-day_ahead_Wind Offshore,PT-day_ahead_Wind Onshore,RO-day_ahead_Solar,RO-day_ahead_Wind Onshore,SE_1-day_ahead_Solar,SE_1-day_ahead_Wind Onshore,SE_2-day_ahead_Solar,SE_2-day_ahead_Wind Onshore,SE_3-day_ahead_Solar,SE_3-day_ahead_Wind Onshore,SE_4-day_ahead_Solar,SE_4-day_ahead_Wind Onshore,SI-day_ahead_Solar,SK-day_ahead_Solar,SK-day_ahead_Wind Onshore
2024-06-01 00:00:00+02:00,0.0,572.0,0.0,1885.0,706.0,0.0,135.0,0.0,0.0,3556.0,7923.0,0.0,468.0,,0.0,353.0,,0.0,50.0,547.0,14412.0,0.0,491.0,0.0,838.0,5409.0,0.0,833.0,4.0,315.0,0.0,25.0,0.0,178.0,0.0,23.0,0.0,961.0,0.0,16.0,0.0,288.0,0.0,254.0,0.0,1686.0,0.0,138.0,0.0,4.0,0.0,1203.0,1997.0,0.0,25.0,0.0,366.0,0.0,69.0,0.0,24.0,0.0,0.0,0.0,1303.0,0.0,18.0,2513.0,0.0,940.0,0.0,390.0,0.0,302.0,0.0,507.0,0.0,412.0,0.0,0.0,1.0
2024-06-01 00:15:00+02:00,0.0,588.0,,,,,,,0.0,3559.0,7903.0,,,,,,,,,538.0,14379.0,0.0,488.0,,,,,,4.0,315.0,0.0,25.0,,,,,,,,,,,,,,,,,,,0.0,1204.0,1960.0,,,,,,,,,,,,,,,,0.0,940.0,,,,,,,,,,,
2024-06-01 00:30:00+02:00,0.0,600.0,,,,,,,0.0,3559.0,7882.0,,,,,,,,,533.0,14265.0,0.0,483.0,,,,,,4.0,315.0,0.0,24.0,,,,,,,,,,,,,,,,,,,0.0,1208.0,1921.0,,,,,,,,,,,,,,,,0.0,939.0,,,,,,,,,,,
2024-06-01 00:45:00+02:00,0.0,616.0,,,,,,,0.0,3563.0,7864.0,,,,,,,,,532.0,14097.0,0.0,472.0,,,,,,4.0,315.0,0.0,24.0,,,,,,,,,,,,,,,,,,,0.0,1211.0,1881.0,,,,,,,,,,,,,,,,0.0,939.0,,,,,,,,,,,
2024-06-01 01:00:00+02:00,0.0,624.0,0.0,1918.0,696.0,0.0,119.0,0.0,0.0,3582.0,7839.0,0.0,451.0,,0.0,349.0,,0.0,47.0,534.0,13863.0,0.0,455.0,0.0,884.0,5183.0,0.0,783.0,3.0,259.0,0.0,24.0,0.0,166.0,0.0,21.0,0.0,896.0,0.0,15.0,0.0,298.0,0.0,274.0,0.0,1588.0,0.0,124.0,0.0,4.0,0.0,1214.0,1842.0,0.0,22.0,0.0,371.0,0.0,61.0,0.0,20.0,0.0,0.0,0.0,1323.0,0.0,15.0,2637.0,0.0,828.0,0.0,379.0,0.0,316.0,0.0,458.0,0.0,416.0,0.0,0.0,1.0
2024-06-01 01:15:00+02:00,0.0,632.0,,,,,,,0.0,3614.0,7821.0,,,,,,,,,534.0,13698.0,0.0,441.0,,,,,,3.0,259.0,0.0,24.0,,,,,,,,,,,,,,,,,,,0.0,1217.0,1801.0,,,,,,,,,,,,,,,,0.0,826.0,,,,,,,,,,,
2024-06-01 01:30:00+02:00,0.0,636.0,,,,,,,0.0,3647.0,7807.0,,,,,,,,,532.0,13580.0,0.0,428.0,,,,,,3.0,259.0,0.0,24.0,,,,,,,,,,,,,,,,,,,0.0,1222.0,1761.0,,,,,,,,,,,,,,,,0.0,824.0,,,,,,,,,,,
2024-06-01 01:45:00+02:00,0.0,644.0,,,,,,,0.0,3674.0,7812.0,,,,,,,,,530.0,13499.0,0.0,414.0,,,,,,3.0,259.0,0.0,23.0,,,,,,,,,,,,,,,,,,,0.0,1227.0,1719.0,,,,,,,,,,,,,,,,0.0,822.0,,,,,,,,,,,
2024-06-01 02:00:00+02:00,0.0,644.0,0.0,1939.0,707.0,0.0,125.0,0.0,0.0,3696.0,7819.0,0.0,421.0,,0.0,340.0,,0.0,40.0,524.0,13451.0,0.0,399.0,0.0,862.0,5018.0,0.0,735.0,2.0,221.0,0.0,22.0,0.0,160.0,0.0,21.0,0.0,837.0,0.0,16.0,0.0,303.0,0.0,269.0,0.0,1491.0,0.0,113.0,0.0,6.0,0.0,1232.0,1677.0,0.0,18.0,0.0,366.0,0.0,54.0,0.0,17.0,0.0,0.0,0.0,1161.0,0.0,12.0,2733.0,0.0,693.0,0.0,368.0,0.0,342.0,0.0,424.0,0.0,426.0,0.0,0.0,1.0
2024-06-01 02:15:00+02:00,0.0,644.0,,,,,,,0.0,3705.0,7806.0,,,,,,,,,524.0,13380.0,0.0,383.0,,,,,,2.0,221.0,0.0,22.0,,,,,,,,,,,,,,,,,,,0.0,1234.0,1661.0,,,,,,,,,,,,,,,,0.0,692.0,,,,,,,,,,,
