CET,AT-DA_price,BE-DA_price,BG-DA_price,CZ-DA_price,DE_LU-DA_price,DK_1-DA_price,DK_2-DA_price,EE-DA_price,ES-DA_price,FI-DA_price,FR-DA_price,GR-DA_price,HR-DA_price,HU-DA_price,IT_CALA-DA_price,IT_CNOR-DA_price,IT_CSUD-DA_price,IT_NORD-DA_price,IT_SARD-DA_price,IT_SICI-DA_price,IT_SUD-DA_price,LT-DA_price,LV-DA_price,NL-DA_price,NO_1-DA_price,NO_2-DA_price,NO_3-DA_price,NO_4-DA_price,NO_5-DA_price,PL-DA_price,PT-DA_price,RO-DA_price,SE_1-DA_price,SE_2-DA_price,SE_3-DA_price,SE_4-DA_price,SI-DA_price,SK-DA_price
2022-12-01 00:00:00+01:00,291.72,292.87,172.33,293.48,292.06,292.06,286.45,295.18,151.84,285.05,292.01,172.33,275.75,298.72,292.01,292.01,292.01,292.01,292.01,292.01,292.01,295.18,295.18,291.1,271.61,271.61,271.61,77.76,271.61,190.14,151.84,172.33,285.05,285.05,285.05,285.05,285.3,296.48
2022-12-01 01:00:00+01:00,290.87,291.15,137.03,293.18,291.43,291.43,284.43,295.39,132.22,284.43,290.79,0.0,269.81,299.91,270.0,290.79,270.0,290.79,270.0,270.0,270.0,295.39,295.39,291.3,267.77,267.77,267.77,77.73,267.77,182.49,132.22,137.03,284.43,284.43,284.43,284.43,282.57,297.0
2022-12-01 02:00:00+01:00,283.78,284.28,17.08,287.79,284.76,284.76,277.92,291.62,134.26,277.92,283.65,0.0,249.22,299.28,260.0,283.65,260.0,283.65,260.0,260.0,260.0,291.62,291.62,284.53,270.18,270.18,252.55,67.96,270.18,182.76,134.26,17.08,277.92,277.92,277.92,277.92,269.4,294.44
2022-12-01 03:00:00+01:00,273.79,274.07,10.74,277.74,274.8,274.8,268.21,281.56,134.26,268.21,273.3,-0.01,239.49,288.91,265.14,273.3,265.14,273.3,265.14,265.14,265.14,281.56,281.56,274.56,266.29,266.29,249.78,67.96,266.29,183.84,134.26,10.74,268.21,268.21,268.21,268.21,259.58,284.29
2022-12-01 04:00:00+01:00,271.12,271.34,67.09,274.22,271.91,271.91,271.91,277.18,123.41,277.18,270.74,0.0,244.98,282.91,265.14,270.74,265.14,270.74,265.14,265.14,265.14,277.18,277.18,271.72,263.48,263.48,249.5,68.0,263.48,190.69,123.41,67.09,271.91,271.91,271.91,271.91,260.1,279.32
2022-12-01 05:00:00+01:00,283.44,283.22,283.46,283.48,283.49,283.49,283.49,283.49,131.01,283.49,283.31,275.02,283.45,283.46,275.02,283.44,275.02,283.44,275.02,275.02,275.02,283.49,283.49,282.49,273.45,273.45,273.45,77.75,273.45,209.68,131.01,283.46,283.49,283.49,283.49,283.49,283.44,283.47
2022-12-01 06:00:00+01:00,350.03,336.0,214.3,353.7,353.18,353.18,353.18,356.16,145.0,356.16,341.33,214.3,332.99,358.76,319.99,341.33,319.99,341.33,319.99,319.99,319.99,356.16,356.16,291.1,281.78,281.78,281.78,77.75,281.78,212.78,145.0,214.3,353.18,353.18,353.18,353.18,343.06,356.01
2022-12-01 07:00:00+01:00,445.58,432.34,367.66,450.24,450.84,450.84,450.84,452.77,152.42,452.77,440.5,367.66,435.61,453.02,367.66,440.5,367.66,440.5,367.66,367.66,367.66,452.77,452.77,375.35,363.34,363.34,363.34,194.32,363.34,226.63,152.42,367.66,450.84,450.84,450.84,450.84,442.28,452.0
2022-12-01 08:00:00+01:00,461.67,456.43,462.46,462.83,463.55,463.55,463.55,463.35,162.14,463.35,459.89,462.46,462.18,462.53,404.0,459.89,404.0,459.89,404.0,404.0,404.0,463.35,463.35,433.62,401.94,401.94,401.94,199.93,401.94,269.2,162.14,462.46,463.35,463.35,463.35,463.35,462.02,462.74
2022-12-01 09:00:00+01:00,458.17,456.1,458.37,459.54,462.15,462.15,462.15,460.14,161.0,460.14,457.65,458.37,457.89,458.48,373.27,457.65,399.99,457.65,399.99,373.27,399.99,460.14,460.14,432.0,418.18,418.18,418.18,199.99,418.18,275.72,161.0,458.37,460.14,460.14,460.14,460.14,457.65,458.95
