CET,AT-day_ahead_Solar,AT-day_ahead_Wind Onshore,BE-day_ahead_Solar,BE-day_ahead_Wind Offshore,BE-day_ahead_Wind Onshore,BG-day_ahead_Solar,BG-day_ahead_Wind Onshore,CZ-day_ahead_Solar,DE_LU-day_ahead_Solar,DE_LU-day_ahead_Wind Offshore,DE_LU-day_ahead_Wind Onshore,DK_1-day_ahead_Solar,DK_1-day_ahead_Wind Offshore,DK_1-day_ahead_Wind Onshore,DK_2-day_ahead_Solar,DK_2-day_ahead_Wind Offshore,DK_2-day_ahead_Wind Onshore,EE-day_ahead_Solar,EE-day_ahead_Wind Onshore,ES-day_ahead_Solar,ES-day_ahead_Wind Onshore,FI-day_ahead_Solar,FI-day_ahead_Wind Onshore,FR-day_ahead_Solar,FR-day_ahead_Wind Offshore,FR-day_ahead_Wind Onshore,GR-day_ahead_Solar,GR-day_ahead_Wind Onshore,HR-day_ahead_Solar,HR-day_ahead_Wind Onshore,HU-day_ahead_Solar,HU-day_ahead_Wind Onshore,IT_CALA-day_ahead_Solar,IT_CALA-day_ahead_Wind Onshore,IT_CNOR-day_ahead_Solar,IT_CNOR-day_ahead_Wind Onshore,IT_CSUD-day_ahead_Solar,IT_CSUD-day_ahead_Wind Onshore,IT_NORD-day_ahead_Solar,IT_NORD-day_ahead_Wind Onshore,IT_SARD-day_ahead_Solar,IT_SARD-day_ahead_Wind Onshore,IT_SICI-day_ahead_Solar,IT_SICI-day_ahead_Wind Onshore,IT_SUD-day_ahead_Solar,IT_SUD-day_ahead_Wind Onshore,LT-day_ahead_Solar,LT-day_ahead_Wind Onshore,LV-day_ahead_Solar,LV-day_ahead_Wind Onshore,NL-day_ahead_Solar,NL-day_ahead_Wind Offshore,NL-day_ahead_Wind Onshore,NO_1-day_ahead_Solar,NO_1-day_ahead_Wind Onshore,NO_2-day_ahead_Solar,NO_2-day_ahead_Wind Onshore,NO_3-day_ahead_Solar,NO_3-day_ahead_Wind Onshore,NO_4-day_ahead_Solar,NO_4-day_ahead_Wind Onshore,NO_5-day_ahead_Solar,NO_5-day_ahead_Wind Onshore,PL-day_ahead_Solar,PL-day_ahead_Wind Onshore,PT-day_ahead_Solar,PT-day_ahead_Wind Offshore,PT-day_ahead_Wind Onshore,RO-day_ahead_Solar,RO-day_ahead_Wind Onshore,SE_1-day_ahead_Solar,SE_1-day_ahead_Wind Onshore,SE_2-day_ahead_Solar,SE_2-day_ahead_Wind Onshore,SE_3-day_ahead_Solar,SE_3-day_ahead_Wind Onshore,SE_4-day_ahead_Solar,SE_4-day_ahead_Wind Onshore,SI-day_ahead_Solar,SK-day_ahead_Solar,SK-day_ahead_Wind Onshore
2024-10-01 00:00:00+02:00,0.0,672.0,0.0,2131.0,1865.0,0.0,579.0,0.0,0.0,5309.0,28509.0,0.0,995.0,2191.0,0.0,876.0,384.0,0.0,50.0,528.0,3794.0,0.0,4460.0,0.0,868.0,9607.0,0.0,673.0,0.0,200.0,0.0,30.0,0.0,161.0,0.0,6.0,0.0,56.0,0.0,5.0,0.0,19.0,0.0,191.0,0.0,395.0,0.0,536.0,0.0,1.0,0.0,1372.0,3921.0,0.0,121.0,0.0,950.0,0.0,1167.0,0.0,848.0,0.0,0.0,0.0,4112.0,0.0,2.0,996.0,1.0,2632.0,0.0,2017.0,0.0,3422.0,0.0,1200.0,0.0,978.0,0.0,0.0,1.0
2024-10-01 00:15:00+02:00,0.0,672.0,,,,,,0.0,0.0,5329.0,28314.0,,,,,,,,,514.0,3886.0,0.0,4461.0,,,,,,0.0,200.0,0.0,31.0,,,,,,,,,,,,,,,,,,,0.0,1371.0,3881.0,,,,,,,,,,,0.0,4079.0,,,,1.0,2632.0,,,,,,,,,,,
2024-10-01 00:30:00+02:00,0.0,676.0,,,,,,0.0,0.0,5347.0,28115.0,,,,,,,,,505.0,3985.0,0.0,4457.0,,,,,,0.0,199.0,0.0,31.0,,,,,,,,,,,,,,,,,,,0.0,1370.0,3839.0,,,,,,,,,,,0.0,4046.0,,,,1.0,2632.0,,,,,,,,,,,
2024-10-01 00:45:00+02:00,0.0,676.0,,,,,,0.0,0.0,5368.0,27914.0,,,,,,,,,498.0,4088.0,0.0,4467.0,,,,,,0.0,199.0,0.0,31.0,,,,,,,,,,,,,,,,,,,0.0,1369.0,3794.0,,,,,,,,,,,0.0,4013.0,,,,1.0,2632.0,,,,,,,,,,,
2024-10-01 01:00:00+02:00,0.0,676.0,0.0,2135.0,1879.0,0.0,574.0,0.0,0.0,5375.0,27719.0,0.0,993.0,2105.0,0.0,873.0,377.0,0.0,56.0,495.0,4203.0,0.0,4506.0,0.0,815.0,9122.0,0.0,654.0,0.0,145.0,0.0,31.0,0.0,155.0,0.0,7.0,0.0,52.0,0.0,6.0,0.0,19.0,0.0,157.0,0.0,389.0,0.0,534.0,0.0,1.0,0.0,1368.0,3751.0,0.0,33.0,0.0,927.0,0.0,1059.0,0.0,857.0,0.0,0.0,0.0,3989.0,0.0,4.0,1020.0,1.0,2631.0,0.0,2033.0,0.0,3329.0,0.0,1121.0,0.0,974.0,0.0,0.0,1.0
2024-10-01 01:15:00+02:00,0.0,676.0,,,,,,0.0,0.0,5383.0,27542.0,,,,,,,,,488.0,4305.0,0.0,4498.0,,,,,,0.0,144.0,0.0,31.0,,,,,,,,,,,,,,,,,,,0.0,1369.0,3711.0,,,,,,,,,,,0.0,3962.0,,,,1.0,2631.0,,,,,,,,,,,
2024-10-01 01:30:00+02:00,0.0,672.0,,,,,,0.0,0.0,5393.0,27364.0,,,,,,,,,479.0,4403.0,0.0,4467.0,,,,,,0.0,144.0,0.0,31.0,,,,,,,,,,,,,,,,,,,0.0,1372.0,3671.0,,,,,,,,,,,0.0,3935.0,,,,1.0,2631.0,,,,,,,,,,,
2024-10-01 01:45:00+02:00,0.0,672.0,,,,,,0.0,0.0,5792.0,27201.0,,,,,,,,,468.0,4493.0,0.0,4394.0,,,,,,0.0,144.0,0.0,31.0,,,,,,,,,,,,,,,,,,,0.0,1375.0,3632.0,,,,,,,,,,,0.0,3908.0,,,,1.0,2631.0,,,,,,,,,,,
2024-10-01 02:00:00+02:00,0.0,664.0,0.0,2136.0,1874.0,0.0,584.0,0.0,0.0,5798.0,27040.0,0.0,987.0,2093.0,0.0,877.0,380.0,0.0,54.0,455.0,4599.0,0.0,4247.0,0.0,784.0,8587.0,0.0,658.0,0.0,128.0,0.0,32.0,0.0,160.0,0.0,8.0,0.0,53.0,0.0,6.0,0.0,19.0,0.0,136.0,0.0,372.0,0.0,534.0,0.0,1.0,0.0,1378.0,3593.0,0.0,28.0,0.0,898.0,0.0,813.0,0.0,859.0,0.0,0.0,0.0,3886.0,0.0,5.0,1033.0,1.0,2629.0,0.0,2060.0,0.0,3252.0,0.0,1070.0,0.0,972.0,0.0,0.0,1.0
2024-10-01 02:15:00+02:00,0.0,648.0,,,,,,0.0,0.0,6017.0,26853.0,,,,,,,,,444.0,4672.0,0.0,4175.0,,,,,,0.0,127.0,0.0,32.0,,,,,,,,,,,,,,,,,,,0.0,1380.0,3569.0,,,,,,,,,,,0.0,3871.0,,,,1.0,2629.0,,,,,,,,,,,
