CET,AT-DA_price,BE-DA_price,BG-DA_price,CZ-DA_price,DE_LU-DA_price,DK_1-DA_price,DK_2-DA_price,EE-DA_price,ES-DA_price,FI-DA_price,FR-DA_price,GR-DA_price,HR-DA_price,HU-DA_price,IT_CALA-DA_price,IT_CNOR-DA_price,IT_CSUD-DA_price,IT_NORD-DA_price,IT_SARD-DA_price,IT_SICI-DA_price,IT_SUD-DA_price,LT-DA_price,LV-DA_price,NL-DA_price,NO_1-DA_price,NO_2-DA_price,NO_3-DA_price,NO_4-DA_price,NO_5-DA_price,PL-DA_price,PT-DA_price,RO-DA_price,SE_1-DA_price,SE_2-DA_price,SE_3-DA_price,SE_4-DA_price,SI-DA_price,SK-DA_price
2022-03-01 00:00:00+01:00,192.66,199.74,6.06,192.66,143.17,134.71,13.66,110.1,268.9,13.66,259.96,218.85,253.84,192.66,259.62,259.96,259.96,259.96,259.96,259.62,218.85,110.1,110.1,174.0,138.73,138.73,13.66,13.66,138.73,147.95,268.9,6.06,13.66,13.66,13.66,13.66,253.84,192.66
2022-03-01 01:00:00+01:00,174.64,200.12,6.06,174.64,143.15,134.69,13.52,110.0,258.46,13.52,255.93,201.33,255.93,174.64,259.62,255.93,223.76,255.93,223.76,259.62,215.0,110.0,110.0,181.0,138.71,138.71,13.52,13.52,138.71,143.15,258.46,6.06,13.52,13.52,13.52,13.52,255.93,174.64
2022-03-01 02:00:00+01:00,175.49,192.59,6.06,151.7,149.74,136.57,13.39,73.12,241.01,13.39,241.01,198.8,180.0,175.49,259.62,241.01,215.0,241.01,215.0,259.62,215.0,73.12,73.12,169.3,140.65,140.65,13.39,13.39,140.65,138.58,241.01,6.06,13.39,13.39,13.39,13.39,180.0,175.49
2022-03-01 03:00:00+01:00,180.0,198.66,8.0,163.5,163.5,134.95,13.34,119.5,224.0,13.34,224.0,190.98,180.0,180.0,249.64,224.0,215.0,224.0,215.0,249.64,215.0,119.5,119.5,199.97,142.07,142.07,13.34,13.34,142.07,138.58,224.0,8.0,13.34,13.34,13.34,13.34,180.0,180.0
2022-03-01 04:00:00+01:00,185.83,204.88,101.05,173.15,173.15,101.97,24.09,150.47,221.0,13.53,221.0,198.8,185.83,185.83,259.62,221.0,215.0,221.0,215.0,259.62,215.0,150.47,150.47,216.3,142.72,142.72,13.53,13.53,142.72,150.47,221.0,101.05,13.53,13.53,13.53,13.53,185.83,185.83
2022-03-01 05:00:00+01:00,204.81,207.45,204.81,194.03,194.03,122.14,122.14,161.45,231.31,33.72,231.31,231.31,204.81,204.81,259.62,231.31,231.31,231.31,231.31,259.62,231.31,161.45,161.45,186.99,145.22,145.22,13.49,13.49,145.22,161.45,231.31,204.81,13.49,13.49,33.72,33.72,204.81,204.81
2022-03-01 06:00:00+01:00,268.04,268.04,268.04,268.04,268.04,197.24,197.24,170.03,268.04,101.06,268.04,268.04,277.91,268.04,268.04,277.91,277.91,277.91,277.91,268.04,268.04,170.03,170.03,268.04,146.55,146.55,13.75,13.75,146.55,166.97,268.04,268.04,13.75,13.75,101.06,170.03,277.91,268.04
2022-03-01 07:00:00+01:00,289.87,289.67,289.87,286.73,286.73,266.31,266.31,255.0,299.02,109.98,299.02,289.87,290.1,289.87,289.87,299.02,299.02,299.02,299.02,289.87,289.87,255.0,255.0,273.0,152.93,152.93,13.96,13.96,152.93,140.5,299.02,289.87,13.96,13.96,152.93,255.0,290.1,289.87
2022-03-01 08:00:00+01:00,288.94,319.07,287.63,284.91,284.91,284.91,284.91,249.0,301.4,99.96,301.4,287.63,290.1,287.63,287.63,301.4,301.4,301.4,301.4,287.63,287.63,249.0,249.0,291.0,156.56,156.56,14.09,14.09,156.56,140.35,301.4,287.63,14.09,14.09,156.56,249.0,290.1,287.63
2022-03-01 09:00:00+01:00,237.69,285.4,237.69,217.58,217.58,217.58,217.58,151.3,294.6,105.04,294.6,253.98,268.09,237.69,261.78,301.4,301.4,301.4,301.4,261.78,253.98,151.3,151.3,254.2,151.3,151.3,14.21,14.21,151.3,133.97,294.6,237.69,14.21,14.21,151.3,151.3,268.09,237.69
