CET,AT-DA_price,BE-DA_price,BG-DA_price,CZ-DA_price,DE_LU-DA_price,DK_1-DA_price,DK_2-DA_price,EE-DA_price,ES-DA_price,FI-DA_price,FR-DA_price,GR-DA_price,HR-DA_price,HU-DA_price,IT_CALA-DA_price,IT_CNOR-DA_price,IT_CSUD-DA_price,IT_NORD-DA_price,IT_SARD-DA_price,IT_SICI-DA_price,IT_SUD-DA_price,LT-DA_price,LV-DA_price,NL-DA_price,NO_1-DA_price,NO_2-DA_price,NO_3-DA_price,NO_4-DA_price,NO_5-DA_price,PL-DA_price,PT-DA_price,RO-DA_price,SE_1-DA_price,SE_2-DA_price,SE_3-DA_price,SE_4-DA_price,SI-DA_price,SK-DA_price
2022-11-01 00:00:00+01:00,99.94,88.59,107.39,98.07,80.65,80.65,80.65,123.2,140.0,86.7,95.34,107.39,105.41,107.26,107.39,107.39,107.39,107.39,107.39,107.39,107.39,123.2,123.2,85.0,83.23,83.23,33.47,17.47,83.23,123.2,140.0,107.39,34.91,34.91,34.91,34.91,104.64,108.23
2022-11-01 01:00:00+01:00,99.94,76.66,99.94,97.68,76.68,76.68,76.68,107.15,125.4,90.01,78.12,99.94,97.31,100.38,99.94,99.94,99.94,99.94,99.94,99.94,99.94,107.15,107.15,75.92,78.97,78.97,32.39,17.44,78.97,107.15,125.4,99.94,34.91,34.91,34.91,34.91,95.84,101.3
2022-11-01 02:00:00+01:00,96.0,55.26,96.0,93.59,55.26,55.26,55.26,105.3,100.53,90.0,71.83,96.0,96.0,95.53,96.0,96.0,96.0,96.0,96.0,96.0,96.0,105.3,105.3,55.26,56.91,56.91,30.6,17.44,56.91,105.3,100.53,96.0,35.31,35.31,35.31,35.31,96.0,95.53
2022-11-01 03:00:00+01:00,86.34,37.89,86.51,79.67,37.0,37.0,37.0,102.61,100.43,90.0,55.24,86.51,86.14,85.83,86.34,86.34,86.34,86.34,86.34,86.34,86.34,102.61,102.61,37.89,38.1,38.1,29.99,17.43,38.1,102.61,100.43,86.51,36.11,36.11,36.11,36.11,86.34,85.83
2022-11-01 04:00:00+01:00,90.0,44.03,90.51,84.65,38.76,38.76,38.76,106.42,98.0,98.0,56.04,90.51,89.92,89.92,90.0,90.0,90.0,90.0,90.0,90.0,90.0,106.42,106.42,40.96,39.92,39.92,31.37,17.44,39.92,106.42,98.0,90.51,37.83,37.83,37.83,37.83,90.0,89.92
2022-11-01 05:00:00+01:00,108.03,55.39,102.24,96.89,54.63,54.63,54.63,119.96,93.7,119.96,56.95,102.24,101.05,103.61,99.49,99.49,99.49,99.49,99.49,99.49,99.49,119.96,119.96,55.4,54.63,54.63,33.02,17.45,54.63,92.74,93.7,102.24,48.82,48.82,48.82,48.82,99.49,101.2
2022-11-01 06:00:00+01:00,125.49,66.33,172.31,135.0,59.95,59.95,59.95,311.09,93.7,311.09,79.47,172.31,119.84,112.7,114.6,114.6,114.6,114.6,114.6,114.6,114.6,311.09,311.09,63.3,59.95,59.95,35.13,19.14,59.95,105.87,93.7,172.31,50.27,50.27,59.95,59.95,114.6,110.22
2022-11-01 07:00:00+01:00,115.5,80.56,165.31,115.5,77.99,77.99,77.99,311.09,93.1,311.09,84.03,165.31,123.79,119.52,115.5,115.5,115.5,115.5,115.5,114.6,115.5,311.09,311.09,79.79,83.75,83.75,43.81,19.37,83.75,107.36,93.1,165.31,62.23,62.23,77.99,77.99,118.99,115.5
2022-11-01 08:00:00+01:00,119.86,88.98,157.55,118.0,84.4,84.4,84.4,313.03,93.7,313.03,93.7,100.58,125.75,122.1,100.58,100.58,100.58,100.58,100.58,100.58,100.58,313.03,313.03,88.06,87.53,87.53,44.76,19.45,87.53,109.67,93.7,157.55,84.4,84.4,84.4,84.4,122.16,118.63
2022-11-01 09:00:00+01:00,133.18,67.65,133.99,135.0,67.65,67.65,67.65,314.18,95.92,314.18,95.92,95.92,133.56,133.18,95.92,95.92,95.92,95.92,95.92,95.92,95.92,314.18,314.18,67.65,70.48,70.48,44.26,19.37,70.48,108.21,95.92,133.99,67.65,67.65,67.65,67.65,133.18,135.0
2022-11-01 10:00:00+01:00,134.51,56.06,123.62,118.9,57.18,57.18,57.18,344.86,89.74,344.86,89.74,89.74,131.56,122.03,89.74,89.74,89.74,89.74,89.74,89.74,89.74,344.86,344.86,57.51,59.41,59.41,40.09,18.93,59.41,106.15,89.74,123.62,57.18,57.18,57.18,57.18,134.51,118.9
2022-11-01 11:00:00+01:00,115.6,48.52,109.02,107.26,48.91,48.91,48.91,345.56,82.0,345.56,82.0,94.3,113.4,107.26,94.3,94.3,94.3,94.3,94.3,94.3,94.3,345.56,345.56,48.91,50.53,50.53,34.34,17.81,50.53,101.84,82.0,109.02,48.91,48.91,48.91,48.91,115.6,107.26
2022-11-01 12:00:00+01:00,118.16,29.62,105.32,100.77,38.59,38.59,38.59,311.05,85.91,311.05,85.91,90.0,113.8,102.59,90.0,90.0,90.0,90.0,90.0,90.0,90.0,311.05,311.05,35.17,39.92,39.92,33.4,17.45,39.92,99.7,85.91,105.32,38.84,38.84,38.84,38.84,118.16,100.77
2022-11-01 13:00:00+01:00,113.41,39.59,104.67,101.81,41.24,41.24,41.24,303.89,80.88,303.89,80.88,80.88,110.39,102.53,80.88,80.88,80.88,80.88,80.88,80.88,80.88,303.89,303.89,41.24,42.61,42.61,30.77,17.43,42.61,104.58,80.88,104.67,41.24,41.24,41.24,41.24,113.41,101.81
2022-11-01 14:00:00+01:00,114.47,67.25,157.54,114.47,68.89,68.89,68.89,269.09,81.1,269.09,81.1,157.54,119.78,117.82,101.0,101.0,101.0,101.0,101.0,101.0,101.0,269.09,269.09,68.89,75.55,75.55,27.34,17.4,75.55,108.31,81.1,157.54,68.89,68.89,68.89,68.89,114.47,117.82
2022-11-01 15:00:00+01:00,130.6,68.66,250.0,153.5,80.0,80.0,80.0,329.99,85.0,329.99,85.0,250.0,181.52,186.65,115.0,115.0,115.0,115.0,115.0,114.6,115.0,329.99,329.99,80.0,80.0,80.0,25.1,17.23,80.0,109.79,85.0,250.0,80.0,80.0,80.0,80.0,170.26,194.64
2022-11-01 16:00:00+01:00,146.31,83.04,318.95,161.3,89.39,89.39,89.39,345.53,96.39,345.53,96.39,318.95,192.67,193.91,127.54,127.54,127.54,127.54,127.54,125.13,127.54,345.53,345.53,86.84,89.71,89.71,25.77,17.21,89.71,133.49,96.39,318.95,64.59,64.59,87.24,87.24,174.18,198.6
2022-11-01 17:00:00+01:00,142.69,112.95,311.03,160.43,114.5,112.07,114.5,300.04,121.73,300.04,121.73,311.03,204.07,185.98,132.5,132.5,132.5,132.5,132.5,125.13,132.5,300.04,300.04,111.7,111.75,111.75,21.07,17.19,111.75,131.37,121.73,311.03,49.91,49.91,111.75,111.75,195.1,183.81
2022-11-01 18:00:00+01:00,149.36,127.28,255.2,160.14,125.63,125.37,125.63,306.08,133.79,306.08,133.79,255.2,179.28,176.92,133.79,133.79,133.79,133.79,133.79,133.79,133.79,306.08,306.08,123.79,121.73,121.73,22.04,16.98,121.73,131.13,133.79,255.2,46.14,46.14,121.73,121.73,169.15,177.95
2022-11-01 19:00:00+01:00,121.65,114.73,203.12,171.71,102.08,102.08,102.08,335.45,136.0,335.45,134.54,203.12,185.18,202.19,135.0,135.0,135.0,135.0,135.0,135.0,135.0,335.45,335.45,106.36,102.04,102.04,19.03,16.93,102.04,127.09,136.0,203.12,39.78,39.78,99.63,99.63,177.63,216.27
2022-11-01 20:00:00+01:00,110.03,91.85,160.0,126.5,84.19,84.19,84.19,219.02,178.59,219.02,103.51,160.0,139.04,150.83,130.82,130.82,130.82,130.82,130.82,130.82,130.82,219.02,219.02,90.1,86.88,86.88,16.85,16.85,86.88,120.17,178.59,160.0,38.87,38.87,82.17,82.17,132.89,153.44
